Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.287966244644280690737019247886_0107_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.287966244644280690737019247886_0107_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952_0088_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952_0088_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231_0071_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231_0071_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547_0108_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547_0108_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410_0582_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410_0582_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.232071262560365924176679652948_0145_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.232071262560365924176679652948_0145_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209_0105_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209_0105_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.674809958213117379592437424616_0114_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.674809958213117379592437424616_0114_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354_0188_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354_0188_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.458525794434429386945463560826_0325_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.458525794434429386945463560826_0325_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.199171741859530285887752432478_0287_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.199171741859530285887752432478_0287_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490_0333_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490_0333_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565_0085_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565_0085_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.655242448149322898770987310561_0106_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.655242448149322898770987310561_0106_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896_0104_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896_0104_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.861997885565255340442123234170_0023_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.861997885565255340442123234170_0023_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359_0183_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359_0183_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456_0049_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456_0049_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.184412674007117333405073397832_0257_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.184412674007117333405073397832_0257_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896_0152_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896_0152_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.674809958213117379592437424616_0068_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.674809958213117379592437424616_0068_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594_0157_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594_0157_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.557875302364105947813979213632_0162_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.557875302364105947813979213632_0162_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949_0272_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949_0272_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410_0665_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410_0665_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998_0083_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998_0083_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.282512043257574309474415322775_0174_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.282512043257574309474415322775_0174_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.801945620899034889998809817499_0018_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.801945620899034889998809817499_0018_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478_0092_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478_0092_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.892375496445736188832556446335_0190_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.892375496445736188832556446335_0190_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845_0102_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845_0102_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.716498695101447665580610403574_0070_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.716498695101447665580610403574_0070_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191_0041_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191_0041_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421_0220_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421_0220_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.227796349777753378641347819780_0316_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.227796349777753378641347819780_0316_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005_0202_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005_0202_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.952265563663939823135367733681_0300_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.952265563663939823135367733681_0300_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296_0095_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296_0095_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410_0590_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410_0590_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.801945620899034889998809817499_0012_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.801945620899034889998809817499_0012_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266_0205_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266_0205_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.267519732763035023633235877753_0136_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.267519732763035023633235877753_0136_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.226383054119800793308721198594_0149_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.226383054119800793308721198594_0149_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179_0223_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179_0223_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547_0272_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547_0272_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387_0091_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387_0091_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_0136_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_0136_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_0239_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_0239_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843_0059_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843_0059_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410_0393_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410_0393_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387_0176_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387_0176_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058_0028_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058_0028_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227_0076_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227_0076_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345_0384_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345_0384_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.768276876111112560631432843476_0262_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.768276876111112560631432843476_0262_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484_0014_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484_0014_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478_0087_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478_0087_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410_0345_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410_0345_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281_0374_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281_0374_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359_0214_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359_0214_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.267519732763035023633235877753_0352_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.267519732763035023633235877753_0352_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.212346425055214308006918165305_0053_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.212346425055214308006918165305_0053_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112_0044_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112_0044_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.208737629504245244513001631764_0163_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.208737629504245244513001631764_0163_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.323753921818102744511069914832_0056_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.323753921818102744511069914832_0056_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.892375496445736188832556446335_0019_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.892375496445736188832556446335_0019_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.334105754605642100456249422350_0167_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.334105754605642100456249422350_0167_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.283569726884265181140892667131_0016_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.283569726884265181140892667131_0016_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.690929968028676628605553365896_0120_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.690929968028676628605553365896_0120_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345_0302_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345_0302_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209_0134_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209_0134_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227_0158_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227_0158_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556_0216_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556_0216_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_0246_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_0246_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100_0070_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100_0070_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.283569726884265181140892667131_0038_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.283569726884265181140892667131_0038_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230_0053_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230_0053_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354_0655_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354_0655_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.231002159523969307155990628066_0171_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.231002159523969307155990628066_0171_mask.png
Unet_dataset\images\1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798_0482_img.png,Unet_dataset\masks\1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798_0482_mask.png
